CourseID,CourseName,Unit,ReviewNumber,AvgStar,Level,Description
170,Computational Social Science Methods,"University of California, Davis",323,4.7,Beginner level,"Examine the history and current challenges faced by Social Science through the digital revolution.
Configure a machine to create a database that can be used for analysis.
Discuss what is artificial intelligence (AI) and train a machine.
Discover how social networks and human dynamics create social systems and recognizable patterns.
"
11,AI Workflow: Business Priorities and Data Ingestion,IBM,151,4.3,Intermediate level,
545,"Linear Algebra: Matrix Algebra, Determinants, & Eigenvectors",Johns Hopkins University,19,4.8,,
99,Big Data Integration and Processing,University of California San Diego,2395,4.4,Beginner level,
51,Advanced SAS Programming Techniques,SAS,84,4.8,Intermediate level,
241,Data Processing and Feature Engineering with MATLAB,MathWorks,331,4.7,Intermediate level,"Prepare data for further analysis by removing noise, identifying outliers, & merging data from multiple sources
Create and evaluate features for machine learning applications
Explore special techniques for handling textual, audio, & image data
Perform unsupervised machine learning
"
246,Data Science Fundamentals Specialization,"University of California, Irvine",133,4.3,Beginner level,
767,Setting a Generative AI Strategy,Coursera,0,0.0,Beginner level,"How GenAI is poised to impact the business world
How to develop a GenAI strategy
How businesses are developing and deploying their GenAI
"
817,Text Retrieval and Search Engines,University of Illinois at Urbana-Champaign,942,4.5,,
507,Introduction to Deep Learning for Computer Vision,MathWorks,0,0.0,Intermediate level,"Develop a strong foundation in deep learning for image analysis
Retrain common models like GoogLeNet and ResNet for specific applications
Investigate model behavior to identify errors, determine potential fixes, and improve model performance 
Complete a real-world project to practice the entire deep learning workflow
"
632,Natural Language Processing on Google Cloud,Google Cloud,516,4.4,Advanced level,
288,Data Warehousing with Microsoft Azure Synapse Analytics,Microsoft,44,4.0,Intermediate level,"How to use Azure Synapse Analytics to build Data Warehouses using modern architecture patterns
How to design a Modern Data Warehouse using Azure Synapse Analytics  
How to manage, optimize, and secure a data warehouse  
How to design a multidimensional schema to optimize analytical workloads  
"
285,Data Visualization with Tableau Project,"University of California, Davis",537,4.6,Intermediate level,"Develop a project proposal
 Assess the quality of the data and perform exploratory analysis
 Create KPIs and dashboards and assess your analysis
 Create your data story and write a narrative to accompany your visualization
"
286,Data Visualization with Tableau Specialization,"University of California, Davis",7072,4.5,Beginner level,"Examine, navigate, and learn to use the various features of Tableau
 Assess the quality of the data and perform exploratory analysis
Create and design visualizations and dashboards for your intended audience
 Combine the data to and follow the best practices to present your story
"
28,ASQ-Certified Six Sigma Yellow Belt Exam Prep Specialization Specialization,SkillUp EdTech,0,0.0,Beginner level,"Describe the fundamentals of Lean Six Sigma methodology and its application.
Explain the DMAIC framework and its role in process improvement.
 Implement the relevant tool to conduct root cause analysis for identifying the underlying causes in your process.
"
485,Intro to Time Series Analysis in R,Coursera Project Network,243,4.4,Beginner level,"Fit various types of time series models to real world data and use them to forecast the future.
Understand how to assess model fit in time series data.
Know the reasons why time series models and methodology are an important toolkit for any data scientist.
"
577,Machine Learning for Telecom Customers Churn Prediction,Coursera Project Network,33,4.7,Beginner level,"Understand the theory and intuition behind machine learning classifiers such as Logistic Regression, Support Vector Machines, and Random Forest. 
Compare trained models by calculating AUC score and plot ROC curve
Train various classifier models using Scikit-Learn library
"
458,IBM Data Analytics with Excel and R Professional Certificate,IBM,1983,4.7,Beginner level,"Master the most up-to-date practical skills and knowledge data analysts use in their daily roles
Learn how to perform data analysis, including data preparation, statistical analysis, and predictive modeling using R, R Studio, and Jupyter
Utilize Excel spreadsheets to perform a variety of data analysis tasks like data wrangling, using pivot tables, data mining, & creating charts
Communicate your data findings using various data visualization techniques including, charts, plots & interactive dashboards with Cognos and R Shiny
"
873,XG-Boost 101: Used Cars Price Prediction,Coursera Project Network,44,4.7,Intermediate level,"Understand the theory and intuition behind XG-Boost Algorithm.
Build, train and evaluate XG-Boost, Random Forest, Decision Tree, and Multiple Linear Regression Models Using Scikit-Learn.
Assess the performance of trained regression models using various Key performance indicators.
"
685,Preparing for AI-900: Microsoft Azure AI Fundamentals exam,Microsoft,72,4.7,Beginner level,"How to refresh and test your knowledge of the skills mapped to all the main topics covered in the AI-900 exam
How to demonstrate proficiency in the skills measured in Exam AI-900: Microsoft Azure AI Fundamentals
How to outline the key points covered in the Microsoft Azure AI Fundamentals Specialization 
How to describe best practices for preparing for the Exam AI-900: Microsoft Azure AI Fundamentals
"
583,Machine Learning with PySpark: Customer Churn Analysis,Coursera Project Network,0,0.0,Intermediate level," Use AI driven solution to solve a business problem  
 Build a machine learning model with PySpark  
 Apply data cleansing activities using PySpark  
"
27,ASQ-Certified Six Sigma Black Belt (CSSBB) Exam Prep Specialization,SkillUp EdTech,0,0.0,Intermediate level,"Explain the core principles of the Six Sigma methodology, including the systems and tools used.
Apply advanced statistical tools and techniques in each DMAIC phase for process improvement.
Manage team dynamics and assign roles and responsibilities effectively.
Demonstrate leadership skills in project management and problem-solving.
"
281,Data Visualization with Power BI: Storytelling with Data,Coursera Project Network,0,0.0,Intermediate level,"Prepare and explore the data for visualization in Power BI
Build a report using different visuals, graphs, and data storytelling concepts that provides insights and recommendations
"
738,"Reverse and complement nucleic acid sequences (DNA, RNA) using R",Coursera Project Network,51,4.4,Beginner level,"Understand the basic building blocks in the R language.
Develop an R program that constructs reverse, complement, and reverse-complement nucleic acid sequences (DNA, RNA).
Read a file that has a long DNA sequence and then apply the code to the data in the file.
"
358,Exploratory Data Analysis with MATLAB,MathWorks,795,4.8,Beginner level,"Import large tabular datasets & customize the import options for your application
Extract subsets of data & compute statistics on groups of related data
Create customized visualizations to highlight the most relevant results from your analysis
Use interactive tools to explore, analyze, & visual data with automated code generation for reproducing results
"
714,Python for Data Science,Fractal Analytics,31,3.9,Beginner level,"Explain the significance of Python in data science and its real-world applications.
Apply Python to manipulate and analyze diverse data sources, using Pandas and relevant data types
Create informative data visualizations and draw insights from data distributions and feature relationships
Develop a comprehensive data preparation workflow for machine learning, including data rescaling and feature engineering
"
579,Machine Learning in the Enterprise,Google Cloud,1447,4.6,Intermediate level,"Describe data management, governance, and preprocessing options
Identify when to use Vertex AutoML, BigQuery ML, and custom training
Implement Vertex Vizier Hyperparameter Tuning
Explain how to create batch and online predictions, setup model monitoring, and create pipelines using Vertex AI
"
704,Publishing Visualizations in R with Shiny and flexdashboard,Johns Hopkins University,63,4.9,,
340,Empowering and Transforming Your Organization with GenAI,Coursera,0,0.0,Beginner level,"How to prepare your workforce for Generative AI change
How to engage critical stakeholders about your GenAI strategy
The importance of upskilling your team to adopt GenAI
"
637,Navigating Generative AI Risks for Leaders,Coursera,0,0.0,Beginner level,"The meaning of Responsible AI
The risks and concerns associated with GenAI
Perspectives on how to navigate these risks
"
100,Big Data Modeling and Management Systems,University of California San Diego,2986,4.4,,
794,Storytelling With Data,Coursera Project Network,146,4.5,Beginner level," Learn how to use Suspense and Surprise in storytelling
Learn how to use action headings and  highlight data to put your point across
"
12,AI Workflow: Data Analysis and Hypothesis Testing,IBM,101,4.2,Advanced level,
833,Total Data Quality Specialization,University of Michigan,14,4.5,Beginner level,"Explore the Total Data Quality framework.
Learn how to integrate data quality assessments as a critical component in all your projects.
Understand on the initial steps of data science, emphasizing data collection, data source evaluation, and techniques for ensuring high-quality data. 
"
575,Machine Learning for Computer Vision,MathWorks,14,4.9,Intermediate level,"Prepare data and create features for classifying images
Train & evaluate models to classify images using 
Train & evaluate object detection machine learning models
Customize model training for different applications using cost matrices
"
809,Tableau Business Intelligence Analyst Professional Certificate,Tableau Learning Partner,311,4.7,Beginner level,"Gain the essential skills necessary to excel in an entry-level Business Intelligence Analytics role.
Learn to use Tableau Public to manipulate and prepare data for analysis.
Craft and dissect data visualizations that reveal patterns and drive actionable insights.
Construct captivating narratives through data, enabling stakeholders to explore insights effectively.
"
511,Introduction to Machine Learning in Sports Analytics,University of Michigan,17,4.6,Intermediate level,"Gain an understanding of how classification and regression techniques can be used to enable sports analytics across athletic activities and events.
"
181,Create Technical Stock Charts Using R and Quantmod,Coursera Project Network,135,4.5,Beginner level,"Ability to pull down Stock Data using the R Quantmod Package.
Practice creating daily returns quickly on mutliple stocks simultaneously.
 
Apply a Techincal Indicators for stocks chosen (i.e., Bollinger Bands, RSI, EMA).
"
558,ML Pipelines on Google Cloud,Google Cloud,74,3.4,Advanced level,
625,Moneyball and Beyond,University of Michigan,47,4.6,Intermediate level,"Program data using Python to test the claims that lie behind the Moneyball story.
Use statistics to conduct your own team and  player analyses.
"
598,Mastering Data Analysis with Pandas,Coursera Project Network,146,4.6,Beginner level,"Master data analysis and manipulation in Pandas and Python
Define and manipulate Pandas Series
Master Pandas Attributes, methods and math operations
"
218,Data Balancing with Gen AI: Credit Card Fraud Detection,Coursera Project Network,0,0.0,Intermediate level," Clean and preprocess data for GANs  
 Employ GANs (Generative Adversarial Networks) for data generation   
 Apply PCA (Principal Component Analysis) for Data Exploration  
"
626,Multiple Linear Regression with scikit-learn,Coursera Project Network,355,4.5,Beginner level,"Build univariate and multivariate linear regression models in Python using scikit-learn
Perform Exploratory Data Analysis (EDA) and data visualization with seaborn
Evaluate model fit and accuracy using numerical measures such as R² and RMSE
Model interaction effects in regression using basic feature engineering techniques
"
207,Data Analysis with OpenAI API: Save time with GenAI,Coursera Project Network,0,0.0,Intermediate level," Customize prompts and adapt them to diverse data analysis needs with the OpenAI API  
Craft context-rich prompts that incorporate data to drive effective data analysis using Generative AI.  
Apply the principles learned to solve real-world analytical challenges and make informed data-driven decisions  
"
552,Linear Regression with Python,Coursera Project Network,421,4.6,Intermediate level,"Create a linear model, and implement gradient descent.
Train the linear model to fit given data using gradient descent.
"
499,Introduction to Data Analytics,IBM,14569,4.8,Beginner level,"Explain what Data Analytics is and the key steps in the Data Analytics process
Differentiate between different data roles such as Data Engineer, Data Analyst, Data Scientist, Business Analyst, and Business Intelligence Analyst
Describe the different types of data structures, file formats, and sources of data
Describe the data analysis process involving collecting, wrangling, mining, and visualizing data
"
669,Predict Future Product Prices Using Facebook Prophet,Coursera Project Network,409,4.4,Intermediate level,"Understand the theory and intuition behind Facebook Prophet time series forecasting tool  
Build and train time series forecasting model using Facebook prophet
Assess Trained model performance
"
333,Diabetes Prediction With Pyspark MLLIB,Coursera Project Network,19,4.6,Intermediate level,"Learn to Build and Train Logistic Regression Classifier using Pyspark MLLIB
Learn to set up Pyspark on the Google Colab Environment
Learn to work with Pyspark Dataframe
"
477,Interactive Machine Learning Dashboards using Plotly Dash,Coursera Project Network,29,4.4,Intermediate level,"Prepare dashboard design
Create beautiful plots
Integrate plots to create interactive components
"
644,New Ways of Working in an AI World,London Business School,0,0.0,Intermediate level,
690,Principles of fMRI 2,Johns Hopkins University,234,4.7,,
750,SQL Window Functions for Analytics,Coursera Project Network,29,4.7,Advanced level,"Understand how SQL window functions work and how to use them
Manipulate data in tables using SQL SELECT statements together with window functions
Use different SQL windows to get database insights
"
850,Unsupervised Machine Learning for Customer Market Segmentation,Coursera Project Network,329,4.7,Beginner level,"Understand how to leverage the power of machine learning to transform marketing departments and perform customer segmentation
Compile and fit unsupervised machine learning models such as PCA and K-Means to training data.
Understand the theory and intuition behind Principal Component Analysis (PCA) and k-means clustering machine learning algorithm
Learn how to obtain the optimal number of clusters using the elbow method
"
486,Introduction to Applied Machine Learning,Alberta Machine Intelligence Institute,732,4.7,Intermediate level,
0,3D SARS-CoV-19 Protein Visualization With Biopython,Coursera Project Network,77,4.5,Intermediate level,"Biological sequence/ Data manipulation with Biopython
Query Biological Databases using Biopython & web-scraping
Create an interactive  3D model of SARS-CoV-19 Protein
"
224,Data Engineering with MS Azure Synapse Apache Spark Pools,Microsoft,31,3.7,Intermediate level,"How to perform data engineering with Azure Synapse Apache Spark Pools to boost the performance of big-data analytic applications
How to ingest data using Apache Spark Notebooks in Azure Synapse Analytics
How to transform data using DataFrames in Apache Spark Pools in Azure Synapse Analytics
How to monitor and manage data engineering workloads with Apache Spark in Azure Synapse Analytics
"
53,Analysing Covid-19 Geospatial data with Python,Coursera Project Network,14,3.9,Intermediate level,"Perform Spatial join with different datasets.
Create Different Maps and visualization with Geopandas.
Learn how to preprocess geospatial data with Python
"
648,Operational Analytics with Microsoft Azure Synapse Analytics,Microsoft,19,4.5,Intermediate level,"How to perform operational analytics against Azure Cosmos DB using the Azure Synapse Link feature within Azure Synapse Analytics
How to query Azure Cosmos DB with SQL Serverless/Apache Spark for Azure Synapse Analytics 
How to configure and enable Azure Synapse Link to interact with Azure Cosmos DB
How to use hybrid transactional and analytical processing to perform operational analytics with Azure Synapse Analytics 
"
148,Cervical Cancer Risk Prediction Using Machine Learning,Coursera Project Network,27,4.7,Beginner level,"Understand the theory and intuition behind XGBoost Algorithm
Preform exploratory data analysis
Develop, train and evaluate XG-Boost classifier model using Scikit-Learn
"
78,Artificial Intelligence Privacy and Convenience,LearnQuest,58,4.7,Intermediate level,
595,"Managing, Describing, and Analyzing Data",University of Colorado Boulder,27,4.6,Beginner level,"Calculate descriptive statistics and create graphical representations using R software
Solve problems and make decisions using probability distributions
Explore the basics of sampling and sampling distributions with respect to statistical inference
Classify types of data with scales of measurement
"
494,Introduction to Computational Statistics for Data Scientists Specialization,Databricks,46,3.8,Beginner level,"The basics of  Bayesian modeling and inference.
A conceptual understanding of the techniques used to perform Bayesian inference in practice.
Learn how to use PyMC3 to solve real-world problems.
"
539,Learn Embeddings and Vector Databases,Scrimba,0,0.0,Intermediate level,"Understand and Create Embedding
Utilize Vector Databases
Implement Advanced AI Solutions
"
594,Managing Machine Learning Projects with Google Cloud,Google Cloud,3605,4.6,Beginner level,"Explore common machine learning use cases implemented by businesses.
Assess the feasibility of your own ML use case and its ability to meaningfully impact your business. 
Identify the requirements to build, train, and evaluate an ML model. 
Define data characteristics and biases that affect the quality of ML models and recognize key considerations for managing ML projects. 
"
789,Statistics For Data Science,Coursera Project Network,20,4.0,Beginner level,"Understanding distribution of the dataset, measure the spread and much more
"
91,Bayesian Statistics,Duke University,791,3.8,Intermediate level,
775,Social Network Analysis,"University of California, Davis",223,4.7,Beginner level,"Define networks and discover the languages networks use.
Analyze a social network through data wrangling and visualizing a network.
Discuss what mechanisms generate networks.
Examine social networks analysis using case studies.
"
223,Data Engineering in AWS,Whizlabs,11,3.3,Beginner level," Analyze various data gathering techniques  
 Analyze techniques to handle missing data  
 Implement feature extraction and feature selection with Principal Component Analysis and Variance Thresholds  
"
201,Data Analysis and Reporting in SAS Visual Analytics,SAS,349,4.8,,
658,"Performing Network, Path, and Text Analyses in SAS Visual Analytics",SAS,190,4.7,Intermediate level," To describe the data structure needed for network analysis, path analysis, and text analytics.
How to create network analysis to analyze relationship between entities in SAS Visual Analytics.  
How to create path analysis to understand frequent paths in SAS Visual Analytics.    
How to create text analytics to analyze unstructured text in SAS Visual Analytics.    
"
630,Natural Language Processing in Microsoft Azure,Microsoft,75,4.7,Beginner level,"How to describe features of Natural Language Processing (NLP) workloads on Azure 
How to identify features of common NLP Workload Scenarios
How to identify Azure tools and services for NLP workloads
"
82,Azure Data Lake Storage Gen2 and Data Streaming Solution,Microsoft,29,4.2,Intermediate level,"How to use Azure Data Lake Storage to make processing Big Data analytical solutions more efficient. 
How to set up a stream analytics job to stream data and manage a running job
How to describe the concepts of event processing and streaming data and how this applies to Azure Stream Analytics 
How to use Advanced Threat Protection to proactively monitor your system and describe the various ways to upload data to Data Lake Storage Gen 2
"
274,Data Visualization in R with ggplot2,Johns Hopkins University,112,4.9,Intermediate level,
113,Build a Data Science Web App with Streamlit and Python,Coursera Project Network,732,4.6,Intermediate level,"Build interactive web applications with Streamlit and Python
Use Pandas for data manipulation in data science workflows
"
183,Creating Advanced Reports with SAS Visual Analytics,SAS,207,4.7,Intermediate level,"How to create advanced data items (like calculated items and aggregated measures) in SAS Visual Analytics.
How to create advanced static and interactive filters and advanced ranks in SAS Visual Analytics.
How to create and apply parameters to make reports more dynamic in SAS Visual Analytics.     
"
856,Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics,SAS,214,4.8,Intermediate level,
778,Sourcing Analytics,Rutgers the State University of New Jersey,0,0.0,Beginner level,"Sourcing intelligence to help companies identify and select suppliers for critical components.
Sourcing analytics framework on how analytics can help with sourcing.
Bargain power analysis to support better negotiation and bargaining with suppliers.
"
316,Demand Planning in RStudio: Create Demand Forecast,Coursera Project Network,0,0.0,Intermediate level,"Analyse demand data and cateogorise products based on trend and seasonality
Model demand data and create demand forecast for a given number of forecasting periods.
Diagnose the demand model; evaluate the forecast; plot and export the output.
"
842,Twitter API: Mining Data using Orange Data Mining Platform,Coursera Project Network,0,0.0,Beginner level,"Create a Twitter developer account, apply for elevated access and use Twitter API keys to fetch data from Twitter using Orange data mining software
Perform sentiment analysis using Heatmap through VADER method
Create WordCloud for text visualization,  Document map for geo-location data & use Tweet Profiler widget to find emotion behind the tweet
"
677,Predictive Modeling and Machine Learning with MATLAB,MathWorks,111,4.8,Intermediate level,"Apply a full machine learning workflow, from cleaning data to training & evaluating models using a real-world dataset
Use apps to quickly train many machine learning models to find the best approach for your application
Customize training using cost matrices to emphasize important classes
"
496,Introduction to Customer Segmentation in Python,Coursera Project Network,25,4.5,Beginner level,"Dimensionality Reduction using standard PCA and variants
Create interactive plots
Clustering data using K-Means with evaluation metrics
"
318,Deploy Models with TensorFlow Serving and Flask,Coursera Project Network,198,4.5,Intermediate level,"Serve a TensorFlow model with TensorFlow Serving and Docker.
Create a web application with Flask to work as an interface to a served model.
"
531,Introduction to Topic Modelling in R,Coursera Project Network,0,0.0,Beginner level,"Load textual data into R, and pre-process it
Convert textual data into a document feature matrix
Run an LDA topic model on your data
"
350,Explainable AI: Scene Classification and GradCam Visualization,Coursera Project Network,53,4.7,Intermediate level,"Understand the theory and intuition behind Deep Neural Networks, Residual Nets, and Convolutional Neural Networks (CNNs)
Build a deep learning model based on Convolutional Neural Network and Residual blocks using Keras with Tensorflow 2.0 as a backend
Visualize the Activation Maps used by CNN to make predictions using Grad-CAM and Deploy the trained model using Tensorflow Serving
"
263,Data Science: Statistics and Machine Learning Specialization,Johns Hopkins University,593,4.6,Intermediate level,"Perform regression analysis, least squares and inference using regression models.
Build and apply prediction functions
Develop public data products
"
402,Generate Synthetic Images with DCGANs in Keras,Coursera Project Network,249,4.5,Advanced level,"Understand Deep Convolutional Generative Adversarial Networks (DCGANs and GANs)
Design and train DCGANs using the Keras API in Python
"
153,"Classification Trees in Python, From Start To Finish",Coursera Project Network,229,4.6,Intermediate level,"Create Classification Trees in Python
Apply Cost Complexity Pruning in Python
Apply Cross Validation in Python
Create Confusion Matrices in Python
"
341,English/French Translator: Long Short Term Memory Networks,Coursera Project Network,51,1.5,Beginner level,"Create a pipeline to remove stop-words, perform tokenization and padding
Understand the theory and intuition behind Recurrent Neural Networks and LSTM
Train the deep learning model and assess its performance   
"
420,Geospatial Data Visualization using Python and Folium,Coursera Project Network,12,5.0,Intermediate level,"Learn how to Preprocess and Prepare your Geospatial Data 
Learn how to use Folium python module for Geospatial Data visualization  
Learn to extract time related informations from timestamps 
"
308,Deep Learning with PyTorch : Build an AutoEncoder,Coursera Project Network,13,4.1,Beginner level,"Create Custom Dataset 
Create AutoEncoder Network 
Train AutoEncoder Network 
"
83,Bank Loan Approval Prediction With Artificial Neural Nets,Coursera Project Network,28,4.6,Beginner level,"Understand the theory and intuition behind Deep Neural Networks
Build and train a deep learning model using Keras with Tensorflow 2.0 as a backend.
Assess the performance of trained model and ensure its generalization using various Key performance indicators.
"
15,"AI Workflow: Machine Learning, Visual Recognition and NLP",IBM,71,4.5,Advanced level,
524,Introduction to R: Basic R syntax,Coursera Project Network,39,4.5,Beginner level,"Run your first code in the statistical programming language R
Learn how to create objects and vectors in R and assign values to them
"
323,Descriptive and Inferential Statistics in R,Coursera Project Network,11,4.4,Intermediate level,"summarize descriptive statistics in R
calculate correlations in R
perform hypothesis testing in R
"
551,Linear Regression with NumPy and Python,Coursera Project Network,984,4.5,Intermediate level,"Implement the gradient descent algorithm from scratch
Perform univariate linear regression with Numpy and Python
Create data visualizations and plots using matplotlib
"
822,The Power of Statistics,Google,444,4.8,Advanced level,"Explore and summarize a dataset 
Use probability distributions to model data
Conduct a hypothesis test to identify insights about data
Perform statistical analyses using Python 
"
476,Interactive Geospatial Visualization:Kepler GL & Jupyter Lab,Coursera Project Network,0,0.0,Intermediate level,"Create different geospatial data visualizations with Kepler & Jupyter Notebook
Design geospatial data visualization effectively with Kepler
Learn the fundamentals of large scale Geospatial big data visualization.
"
831,Titanic Survival Prediction Using Machine Learning,Coursera Project Network,12,4.8,Beginner level,"Understand the theory and intuition behind logistic regression classifier models
Build, train and test a logistic regression classifier model in Scikit-Learn 
Perform data cleaning, feature engineering and visualization
"
372,Fashion Classification with Deep Learning for Beginners,Coursera Project Network,0,0.0,Beginner level,"Understand the theory and intuition behind artificial neural networks
Perform data cleaning, feature engineering and visualization
Build, train and test an artificial neural network model in Keras and Tensorflow
"
122,Building Recommendation System Using MXNET on AWS Sagemaker,Coursera Project Network,0,0.0,Advanced level,"Learn how to train a Recommendation System using Matrix Factorization using AWS Sagemaker.
Deploy it in production on the cloud using AWS Sagemaker.
"
582,Machine Learning with ChatGPT: Image Classification Model,Coursera Project Network,24,4.5,Intermediate level,"Develop an understanding of the capabilities of ChatGPT and its role in generating machine learning code.
Generate Python code for a basic neural network with Keras using ChatGPT.
Optimise your Machine Learning Model's performance by adapting it's hyperparameters with ChatGPT.
"
596,Master Data Analysis with Pandas: Learning Path 1 (Enhanced),Coursera Project Network,22,4.7,Beginner level,"Master data analysis and manipulation in Pandas and Python
Define and manipulate Pandas Series
Master Pandas Attributes, methods and math operations
"
371,Fake News Detection with Machine Learning,Coursera Project Network,246,4.6,Beginner level,"Create a pipeline to remove stop-words ,perform tokenization and padding.
Understand the theory and intuition behind Recurrent Neural Networks and LSTM
Train the deep learning model and assess its performance   
"
846,University Admission Prediction Using Multiple Linear Regression,Coursera Project Network,182,4.6,Intermediate level,"Train Artificial Neural Network models to perform regression tasks
Perform exploratory data analysis
Understand the theory and intuition behind regression models and train them in Scikit Learn
Understand the difference between various regression models KPIs such as MSE, RMSE, MAE, R2, adjusted R2
 
"
525,Introduction to Recommender Systems: Non-Personalized and Content-Based,University of Minnesota,637,4.4,Intermediate level,
529,Introduction to Systems and Network Mapping with Kumu,Coursera Project Network,50,4.6,Beginner level,"Create a project and two relationship maps within Kumu, appropriately choosing map templates according to your needs.
Populate maps with elements and connections, using different fields and tags for decoration and custom data visualizations.
Run three network metric analyses and use the results to build unique views that will highlight different structural features of the network.
"
129,Business Analytics Specialization,University of Pennsylvania,16266,4.6,Beginner level,"Explain how data is used for recruiting and performance evaluation
Model supply and demand for various business scenarios
Solve business problems with data-driven decision-making
Understand the tools used to predict customer behavior
"
72,Applied Social Network Analysis in Python,University of Michigan,2684,4.6,Intermediate level,"Represent and manipulate networked data using the NetworkX library
Analyze the connectivity of a network
Measure the importance or centrality of a node in a network
Predict the evolution of networks over time
"
30,AWS: Data Collection Systems,Whizlabs,0,0.0,Beginner level,"Describe data collection stages and compare their systems. 
Implement Kinesis Data streams with Kinesis Producer Library and KCL
Describe Kinesis Data Firehouse and compare their functions 
Implement the AWS Glue, experiment their functions with others services
"
13,AI Workflow: Enterprise Model Deployment,IBM,49,4.2,Advanced level,
639,Neural Network from Scratch in TensorFlow,Coursera Project Network,277,4.5,Intermediate level,"How to implement a neural network from scratch using TensorFlow.
How to solve a multi-class classification problem using the neural network implementation.
"
276,Data Visualization using dplyr and ggplot2 in R,Coursera Project Network,15,4.9,Intermediate level,"Understand the use of tidyverse, the dplyr and the ggplot2 package
Manipulate the gapminder dataset using different dplyr verbs
Create different plots from the results of dplyr verbs using ggplot2 
"
747,SQL CASE Statements,Coursera Project Network,27,4.4,Advanced level,"Understand the function of CASE statements in SQL
Write simple CASE statements
Write complex CASE statements
"
158,Clinical Data Models and Data Quality Assessments,University of Colorado System,60,4.2,Intermediate level,
130,Business Analytics for Decision Making,University of Colorado Boulder,1789,4.6,Beginner level,"Describe the significance of optimization in identifying optimal solutions for complex business problems
Implement optimization techniques to identify the best possible course of action among multiple alternatives
Judge the appropriateness of optimization techniques in finding optimal solutions for practical business challenges
"
682,Prepare for DP-203: Data Engineering on Microsoft Azure Exam,Microsoft,53,4.4,Intermediate level,"How to refresh and test your knowledge of the skills mapped to all the main topics covered in the DP-203 exam.
How to demonstrate proficiency in the skills measured in Exam DP-203: Data Engineering on Microsoft Azure
How to outline the key points covered in the Microsoft Data Engineer Associate Specialization
How to describe best practices for preparing for the Exam DP-203: Data Engineering on Microsoft Azure
"
663,Practical Machine Learning,Johns Hopkins University,3242,4.5,,"Use the basic components of building and applying prediction functions
Understand concepts such as training and tests sets, overfitting, and error rates
Describe machine learning methods such as regression or classification trees
Explain the complete process of building prediction functions
"
723,Recommendation Systems on Google Cloud,Google Cloud,470,4.5,Advanced level,"Devise a content-based recommendation engine.
Implement a collaborative filtering recommendation engine.
Build a hybrid recommendation engine with user and content embeddings.
Use reinforcement learning techniques for contextual bandits in the context of recommendations.
"
140,COVID19 Data Visualization Using Python,Coursera Project Network,93,4.4,Intermediate level,"Learn to use visualization to answer to some analytical questions
Learn how to look at your data to find a good measure to stablish your analysis based upon 
Learn to use Plotly module in python
"
795,Structured Approach to Problem Solving,Fractal Analytics,47,4.8,Beginner level," Explain the lifecycle of DS project and role of structured thinking in DS project.
 Define a problem statement using the SMART framework. Explain the activities, best practices, and pitfalls in the implementation phase.
 Construct MECE issue tree to break-down business problems into parts. Create a problem statement worksheet to scope business problems. 
Explain the role of human centered design during solutioning of business problems.
"
293,"Data – What It Is, What We Can Do With It",Johns Hopkins University,151,4.6,Beginner level,
801,Supervised Text Classification for Marketing Analytics,University of Colorado Boulder,10,3.4,Beginner level,"Describe text classification and related terminology (e.g., supervised machine learning)
Apply text classification to marketing data through a peer-graded project
Apply text classification to a variety of popular marketing use cases via structured homeworks
Train, evaluate and improve the performance of the text classification models you create for your final project
"
782,Stability and Capability in Quality Improvement,University of Colorado Boulder,0,0.0,Intermediate level,"Understand how to use, select, and interpret process control charts to identify special causes of variation
Create and interpret control charts for normal and non-normal distributions
Create and interpret control charts for discrete data
Analyze the capability of a process to meet customer specifications
"
609,Measurement Systems Analysis,University of Colorado Boulder,0,0.0,Intermediate level,"Understand the terms and concepts associated with measurement systems analysis
Analyze measurement error to determine the potential capability of a measurement system
Analyze measurement error to determine the short-term and long-term capability of a measurement system
Analyze a measurement system for discrete data using potential, short-term, and long-term studies
"
26,ANOVA and Experimental Design,University of Colorado Boulder,13,3.9,Intermediate level,"Identify and interpret the two-way ANOVA (and ANCOVA) model(s) as a linear regression model.
Use the two-way ANOVA and ANCOVA models to answer research questions using real data.
Define and apply the concepts of replication, repeated measures, and full factorial design in the context of two-way ANOVA.
"
387,Framework for Data Collection and Analysis,"University of Maryland, College Park",729,4.2,Intermediate level,
392,Fundamentals of Machine Learning for Supply Chain,LearnQuest,31,3.8,Beginner level,"Learn to merge, clean, and manipulate data using Python libraries such as Numpy and Pandas
Gain familiarity with the basic and advaned Python functonalities such as importing and using modules, list compreohensions, and lambda functions. 
Solve a supply chain cost optimization problem using Linear Programming with Pulp
"
315,Demand Forecasting Using Time Series,LearnQuest,24,3.3,Intermediate level,"Building ARIMA models in Python to make demand predictions
Developing the framework for more advanced neural netowrks (such as LSTMs) by understanding autocorrelation and autoregressive models.
"
34,Advanced AI Techniques for the Supply Chain,LearnQuest,0,0.0,Intermediate level,
356,Exploratory Data Analysis for the Public Sector with ggplot,University of Michigan,0,0.0,Intermediate level,"Understand the core pillars of the public sector and the core functions of public administration through statistical Exploratory Data Analysis (EDA)
Use R to explore, visualize, and present data, with a focus on equity and the administrative functions of planning and reporting
"
86,Basic Programming in Python I,Northeastern University,0,0.0,Beginner level,
